Gene ID,Gene Name,Lung_FoldChange,Lung_pValue
ENSG00000182366,FAM87A,0.2,0.935252221245441
ENSG00000182372,CLN8,0.4,0.392928960271895
ENSG00000182376,ENSG00000182376,,
ENSG00000182378,PLCXD1,-0.3,0.740771298555152
ENSG00000182389,CACNB4,-0.9,0.174316620064663
ENSG00000182393,IFNL1,,
ENSG00000182397,DNM1P46,-2.0,0.0203884243416515
ENSG00000182400,TRAPPC6B,1.0,0.0253450154329186
ENSG00000182405,PGBD4,0.5,0.293406515592442
ENSG00000182446,NPLOC4,0.3,0.317679866019303
ENSG00000182463,TSHZ2,1.1,0.0088629971661356
ENSG00000182472,CAPN12,-1.9,0.14344319486184
ENSG00000182473,EXOC7,-1.3,0.000414333554913676
ENSG00000182477,OR2B8P,-0.4,0.843293649898146
ENSG00000182481,KPNA2,1.7,2.77593505580895e-05
ENSG00000182484,WASH6P,-1.0,0.389724757240784
ENSG00000182487,NCF1B,-1.2,0.258722828913109
ENSG00000182489,XKRX,-0.7,0.437132712819199
ENSG00000182492,BGN,0.2,0.673738187253474
ENSG00000182504,CEP97,0.7,0.0300565389065818
ENSG00000182511,FES,-0.2,0.825772575030463
ENSG00000182512,GLRX5,0.3,0.769557450370498
ENSG00000182518,FAM104B,-0.1,0.94409451638451
ENSG00000182521,TBPL2,-0.5,0.810926548934667
ENSG00000182533,CAV3,-2.4,0.0363109232959625
ENSG00000182534,MXRA7,-0.2,0.61804722630328
ENSG00000182541,LIMK2,,
ENSG00000182544,MFSD5,1.5,0.0542067447120423
ENSG00000182551,ADI1,-0.2,0.675758977573469
ENSG00000182552,RWDD4,0.7,0.174408966310392
ENSG00000182557,SPNS3,,
ENSG00000182566,CLEC4G,2.6,0.054917962775984
ENSG00000182568,SATB1,-0.3,0.24647603649976
ENSG00000182574,CSGALNACT2P1,-0.9,0.552457707479723
ENSG00000182575,NXPH3,-0.6,0.674784760885099
ENSG00000182578,CSF1R,,
ENSG00000182580,EPHB3,-0.7,0.595447700948661
ENSG00000182584,ENSG00000182584,-0.1,0.966977957631517
ENSG00000182585,EPGN,-2.6,0.0068570254742989
ENSG00000182586,LINC00334,-2.0,0.164743645718549
ENSG00000182600,SNORC,-2.1,0.105355915130883
ENSG00000182606,TRAK1,-0.8,0.0019282454780738
ENSG00000182612,TSPAN10,-1.1,0.193466626518048
ENSG00000182621,PLCB1,-0.7,0.187918957961307
ENSG00000182628,SKA2,-0.1,0.89339480412045
ENSG00000182632,CCNYL2,0.6,0.756190506848572
ENSG00000182634,OR10G7,,
ENSG00000182636,NDN,0.4,0.609522086621001
ENSG00000182648,LINC01006,-1.5,0.0453684237113508
ENSG00000182667,NTM,-2.5,0.002619691799669
ENSG00000182670,TTC3,0.2,0.635943027617658
ENSG00000182674,KCNB2,-2.9,0.0066185501327654
ENSG00000182685,BRICD5,,
ENSG00000182687,GALR2,,
ENSG00000182700,IGIP,-0.6,0.0080458515143976
ENSG00000182704,TSKU,1.2,0.0326214619903246
ENSG00000182718,ANXA2,0.1,0.707361975289018
ENSG00000182722,SEPHS1P1,-1.0,0.568674784780506
ENSG00000182732,RGS6,-1.8,0.0870902919367781
ENSG00000182742,HOXB4,0.5,0.567558846697868
ENSG00000182747,SLC35D3,,
ENSG00000182749,PAQR7,-0.3,0.722672406047063
ENSG00000182752,PAPPA,1.5,0.0020785400064202
ENSG00000182768,NGRN,-0.2,0.61995724559592
ENSG00000182771,GRID1,-1.4,0.0886827126192347
ENSG00000182774,RPS17,0.8,0.480084192624639
ENSG00000182782,HCAR2,0.2,0.869556999406256
ENSG00000182791,CCDC87,-3.5,0.002793805056789
ENSG00000182795,C1orf116,-1.8,0.00080970459914306
ENSG00000182796,TMEM198B,-1.3,0.0907641085309367
ENSG00000182809,CRIP2,0.2,0.809563246950203
ENSG00000182810,DDX28,-0.9,0.345405684758568
ENSG00000182814,FUNDC2P2,0.8,0.469405921106272
ENSG00000182816,KRTAP13-2,,
ENSG00000182827,ACBD3,0.7,0.0523884377590758
ENSG00000182831,C16orf72,0.2,0.633112145874753
ENSG00000182836,PLCXD3,-0.6,0.280165389511909
ENSG00000182841,RRP7BP,-1.1,0.0983573459164673
ENSG00000182853,VMO1,-0.8,0.649909986333404
ENSG00000182858,ALG12,-0.7,0.32102967375046
ENSG00000182866,LCK,,
ENSG00000182870,GALNT9,,
ENSG00000182871,COL18A1,0.9,0.0461684426836815
ENSG00000182872,RBM10,-1.0,0.031194527762771
ENSG00000182873,PRKCZ-AS1,0.7,0.494790694779594
ENSG00000182885,ADGRG3,0.4,0.773901163850995
ENSG00000182890,GLUD2,0.8,0.287505188781334
ENSG00000182899,RPL35A,0.4,0.209385126585422
ENSG00000182901,RGS7,,
ENSG00000182902,SLC25A18,-2.4,0.0156778957003749
ENSG00000182903,ZNF721,-0.4,0.0443519096923716
ENSG00000182912,TSPEAR-AS2,-0.9,0.588474758017917
ENSG00000182916,TCEAL7,-0.2,0.863304260226394
ENSG00000182919,C11orf54,0.1,0.951645822845281
ENSG00000182921,CCDC75P1,0.1,0.953601133783561
ENSG00000182923,CEP63,-0.1,0.904929412055431
ENSG00000182931,WFDC10B,-0.6,0.746666519020047
ENSG00000182934,SRPRA,0.4,0.504747231753021
ENSG00000182938,OTOP3,,
ENSG00000182944,EWSR1,0.2,0.43990349003435
ENSG00000182950,ODF3L1,-2.6,0.0178771736684746
ENSG00000182952,HMGN4,0.6,0.305732223709074
ENSG00000182957,SPATA13,-0.4,0.340837431782758
ENSG00000182963,GJC1,0.2,0.803971075428144
ENSG00000182968,SOX1,,
ENSG00000182973,CNOT10,-0.4,0.133818631626373
ENSG00000182979,MTA1,-0.5,0.34730869531199
ENSG00000182983,ZNF662,-1.9,1.26325355207185e-07
ENSG00000182985,CADM1,-1.7,1.80772429321422e-08
ENSG00000182986,ZNF320,0.2,0.847237543400634
ENSG00000182993,C12orf60,-1.9,0.0078414755020544
ENSG00000183010,PYCR1,0.6,0.69710327290562
ENSG00000183011,NAA38,0.9,0.105731091107475
ENSG00000183018,SPNS2,0.1,0.961626810354758
ENSG00000183019,MCEMP1,-1.8,0.0023005209906603
ENSG00000183020,AP2A2,0.1,0.740893938004829
ENSG00000183022,TPM3P8,0.5,0.558883285493343
ENSG00000183023,SLC8A1,-0.8,0.0410417069556671
ENSG00000183032,SLC25A21,-0.9,0.380371614984247
ENSG00000183034,OTOP2,,
ENSG00000183036,PCP4,,
ENSG00000183044,ABAT,-0.2,0.753793290048599
ENSG00000183048,SLC25A10,-0.5,0.770445793377651
ENSG00000183049,CAMK1D,-0.3,0.318028880414452
ENSG00000183055,FAM133CP,0.4,0.640214173750637
ENSG00000183060,LYSMD4,-0.8,0.256197394119864
ENSG00000183066,WBP2NL,-1.0,0.213437182451376
ENSG00000183067,IGSF5,,
ENSG00000183077,AFMID,0.1,0.942644588240365
ENSG00000183087,GAS6,-0.9,0.0326431922296304
ENSG00000183090,FREM3,-1.8,0.0645485000918552
ENSG00000183091,NEB,-1.5,3.84064940518275e-05
ENSG00000183092,BEGAIN,-1.5,0.228274564950804
ENSG00000183098,GPC6,1.1,0.0225015679316454
ENSG00000183111,ARHGEF37,-0.5,0.576447320628771
ENSG00000183114,FAM43B,,
ENSG00000183117,CSMD1,0.7,0.502788886088246
ENSG00000183122,OR2A3P,0.1,0.944282873140966
ENSG00000183134,PTGDR2,-0.4,0.846628345486076
ENSG00000183137,CEP57L1,,
ENSG00000183145,RIPPLY3,-3.1,0.000783661340069458
ENSG00000183146,PRORY,,
ENSG00000183150,GPR19,-1.6,0.192512905731606
ENSG00000183154,ENSG00000183154,,
ENSG00000183155,RABIF,0.1,0.889591668794323
ENSG00000183160,TMEM119,0.8,0.215638002204422
ENSG00000183161,FANCF,0.4,0.461007215070577
ENSG00000183166,CALN1,,
ENSG00000183171,ENSG00000183171,,
ENSG00000183172,SMDT1,0.8,0.228184433291798
ENSG00000183196,CHST6,0.9,0.281380078744651
ENSG00000183199,HSP90AB3P,0.2,0.66548266528497
ENSG00000183206,POTEC,,
ENSG00000183207,RUVBL2,,
ENSG00000183208,GDPGP1,-0.6,0.499746596891502
ENSG00000183230,CTNNA3,-1.0,0.253620257159354
ENSG00000183239,ENSG00000183239,-3.6,3.85483004902182e-05
ENSG00000183242,WT1-AS,1.1,0.463101187519466
ENSG00000183248,PRR36,0.4,0.821161564281888
ENSG00000183250,LINC01547,,
ENSG00000183251,OR51B4,-2.4,0.0474830108553835
ENSG00000183255,PTTG1IP,0.2,0.210769463731077
ENSG00000183258,DDX41,0.3,0.69710327290562
ENSG00000183273,CCDC60,-1.5,0.0576855970430427
ENSG00000183281,PLGLB1,-1.8,0.176564592263546
ENSG00000183283,DAZAP2,0.4,0.192266725432163
ENSG00000183287,CCBE1,-0.9,0.0206483097819123
ENSG00000183291,SELENOF,0.4,0.363175596186576
ENSG00000183298,RPSAP19,,
ENSG00000183303,OR5P2,-4.0,3.40968692892081e-07
ENSG00000183307,TMEM121B,2.1,0.110351300404243
ENSG00000183309,ZNF623,-0.1,0.903504768212435
ENSG00000183317,EPHA10,,
ENSG00000183323,CCDC125,0.1,0.931048374210095
ENSG00000183324,REC114,-1.3,0.187242088573906
ENSG00000183337,BCOR,-1.2,0.0123186418667106
ENSG00000183340,JRKL,0.7,0.0397234430042924
ENSG00000183346,CABCOCO1,0.1,0.950460752601095
ENSG00000183347,GBP6,0.8,0.560791206381177
ENSG00000183354,KIAA2026,-0.4,0.0095143183483157
ENSG00000183378,OVCH2,-3.2,1.23058974750365e-05
ENSG00000183379,SYNDIG1L,-2.0,0.117680289263469
ENSG00000183386,FHL3,0.9,0.283304408947052
ENSG00000183389,OR56A4,,
ENSG00000183396,TMEM89,,
ENSG00000183401,CCDC159,-0.6,0.52435848207965
ENSG00000183421,RIPK4,-2.8,0.0023608264074592
ENSG00000183423,LRIT3,-1.0,0.523168976254965
ENSG00000183426,NPIPA1,0.1,0.926259357371
ENSG00000183431,SF3A3,0.8,0.0636608062802323
ENSG00000183432,ZBTB8OSP1,0.6,0.478975969948874
ENSG00000183439,TRIM61,,
ENSG00000183444,OR7E38P,-1.7,0.0660452287481436
ENSG00000183454,GRIN2A,-2.5,0.0178771736684746
ENSG00000183458,PKD1P3,0.2,0.927249184618802
ENSG00000183463,URAD,,
ENSG00000183470,FLJ40288,-0.4,0.849001715102505
ENSG00000183474,GTF2H2C,0.3,0.641577130031434
ENSG00000183475,ASB7,0.1,0.907234464022266
ENSG00000183476,SH2D7,,
ENSG00000183484,GPR132,1.5,0.136472670369731
ENSG00000183486,MX2,,
ENSG00000183495,EP400,-0.3,0.48166181465955
ENSG00000183496,MEX3B,1.0,0.220261799665986
ENSG00000183506,PI4KAP2,-0.6,0.408845184913372
ENSG00000183508,TENT5C,0.1,0.926397693477005
ENSG00000183513,COA5,,
ENSG00000183520,UTP11,0.8,0.0534498704675764
ENSG00000183527,PSMG1,0.9,0.153433748914513
ENSG00000183530,PRR14L,-0.1,0.640554497100429
ENSG00000183535,COL18A1-AS1,0.3,0.823439820956948
ENSG00000183542,KLRC4,1.9,0.0163364150876766
ENSG00000183549,ACSM5,-1.2,0.198302355287973
ENSG00000183562,ENSG00000183562,0.7,0.334327331559756
ENSG00000183569,SERHL2,-0.1,0.976643878450821
ENSG00000183570,PCBP3,1.5,0.155348127063832
ENSG00000183571,PGPEP1L,,
ENSG00000183576,SETD3,0.1,0.863116962307762
ENSG00000183578,TNFAIP8L3,0.8,0.207403370354484
ENSG00000183579,ZNRF3,-0.4,0.532804416266597
ENSG00000183580,FBXL7,-0.5,0.260391334516886
ENSG00000183597,TANGO2,-0.2,0.74192592761678
ENSG00000183604,SMG1P5,-0.7,0.385268520203129
ENSG00000183605,SFXN4,0.7,0.444984156996358
ENSG00000183607,GKN2,-2.5,0.0012732098522626
ENSG00000183615,FAM167B,1.2,0.328163548660728
ENSG00000183617,MRPL54,0.3,0.743165062167395
ENSG00000183621,ZNF438,0.5,0.32635128697676
ENSG00000183624,HMCES,-0.8,0.195219248331563
ENSG00000183625,CCR3,-1.7,0.137665192282943
ENSG00000183644,HOATZ,-0.8,0.455030197651164
ENSG00000183647,ZNF530,0.2,0.883506955372642
ENSG00000183648,NDUFB1,0.2,0.612043657499841
ENSG00000183655,KLHL25,-1.5,0.0155155481004026
ENSG00000183662,TAFA1,-3.3,0.0017476705705886
ENSG00000183665,TRMT12,-0.8,0.351774275346732
ENSG00000183666,GUSBP1,-1.0,0.0877432029709913
ENSG00000183671,GPR1,1.1,0.431391007524874
ENSG00000183684,ALYREF,1.8,0.0072564842639522
ENSG00000183688,RFLNB,0.5,0.413396215822675
ENSG00000183690,EFHC2,-0.5,0.681028664493332
ENSG00000183691,NOG,-1.6,0.103016642458405
ENSG00000183695,MRGPRX2,-2.7,0.0384922184102334
ENSG00000183696,UPP1,1.1,0.0832890342682718
ENSG00000183715,OPCML,2.2,0.103507537216202
ENSG00000183718,TRIM52,-0.5,0.344272190464911
ENSG00000183722,LHFPL6,-0.5,0.115768626766898
ENSG00000183723,CMTM4,0.1,0.83470413172356
ENSG00000183726,TMEM50A,0.7,0.0111610406716658
ENSG00000183733,FIGLA,-2.8,0.0129392880382102
ENSG00000183734,ASCL2,0.9,0.598993005898784
ENSG00000183735,TBK1,1.0,0.0134333327994243
ENSG00000183741,CBX6,-0.1,0.929228061454917
ENSG00000183742,MACC1,-0.2,0.744967759075995
ENSG00000183747,ACSM2A,,
ENSG00000183751,TBL3,,
ENSG00000183762,KREMEN1,-0.2,0.779082245853698
ENSG00000183763,TRAIP,-1.3,0.354939313174071
ENSG00000183765,CHEK2,2.0,0.0082242041282454
ENSG00000183773,AIFM3,-1.0,0.492314201395732
ENSG00000183775,KCTD16,-2.5,4.20098348292984e-05
ENSG00000183778,B3GALT5,-0.7,0.660979384226522
ENSG00000183779,ZNF703,-0.5,0.507006614587696
ENSG00000183780,SLC35F3,0.6,0.728508010138533
ENSG00000183783,KCTD8,2.0,0.16367972970821
ENSG00000183784,DOCK8-AS1,0.4,0.526092657590233
ENSG00000183785,TUBA8,-1.0,0.543356919949889
ENSG00000183793,NPIPA5,-0.9,0.342112825677338
ENSG00000183798,EMILIN3,-2.3,0.0744446485001409
ENSG00000183801,OLFML1,-0.6,0.385911052850869
ENSG00000183807,FAM162B,-1.1,0.0786389624958291
ENSG00000183808,RBM12B,0.4,0.292931305057887
ENSG00000183813,CCR4,0.4,0.730917767883987
ENSG00000183814,LIN9,-0.3,0.727100529785039
ENSG00000183826,BTBD9,-1.0,0.0045186300171264
ENSG00000183828,NUDT14,0.2,0.868741609454037
ENSG00000183831,ANKRD45,-0.7,0.557965852660076
ENSG00000183833,CFAP91,-0.8,0.328587968031962
ENSG00000183840,GPR39,-1.6,0.0683452335202599
ENSG00000183844,FAM3B,-0.4,0.744675657556819
ENSG00000183850,ZNF730,-0.3,0.809695133845322
ENSG00000183853,KIRREL1,0.5,0.188077290125091
ENSG00000183856,IQGAP3,0.3,0.802580589091965
ENSG00000183864,TOB2,-0.5,0.36200843416025
ENSG00000183873,SCN5A,0.9,0.595260943662923
ENSG00000183876,ARSI,,
ENSG00000183878,UTY,0.3,0.894471028656954
ENSG00000183889,ENSG00000183889,-0.7,0.604704801460682
ENSG00000183891,TTC32,,
ENSG00000183908,LRRC55,0.2,0.913371564692304
ENSG00000183911,RPL21P132,,
ENSG00000183914,DNAH2,-0.1,0.931871923170671
ENSG00000183918,SH2D1A,0.3,0.738506336617186
ENSG00000183921,SDR42E2,-2.3,0.0095143183483157
ENSG00000183935,HTR7P1,-0.7,0.400249344336979
ENSG00000183943,PRKX,0.4,0.489979426764597
ENSG00000183955,KMT5A,-0.1,0.929327879569398
ENSG00000183960,KCNH8,-2.1,0.0077548986552939
ENSG00000183963,SMTN,0.4,0.477457696961913
ENSG00000183977,PP2D1,-0.4,0.448637374370605
ENSG00000183978,COA3,0.2,0.766771598944923
ENSG00000184005,ST6GALNAC3,1.0,0.0552891277920089
ENSG00000184007,PTP4A2,0.8,8.83849003794612e-05
ENSG00000184009,ACTG1,1.2,4.4850312588086e-05
ENSG00000184012,TMPRSS2,-1.6,0.0079300649098567
ENSG00000184014,DENND5A,0.9,0.000495063942254642
ENSG00000184047,DIABLO,-0.1,0.907344152534573
ENSG00000184056,VPS33B,,
ENSG00000184058,TBX1,-1.8,0.0279501117626611
ENSG00000184060,ADAP2,0.4,0.682123919079872
ENSG00000184068,SREBF2-AS1,-1.1,0.0940418782205825
ENSG00000184076,UQCR10,1.2,0.0189422348401955
ENSG00000184083,FAM120C,-0.5,0.288395191940624
ENSG00000184084,ENSG00000184084,-2.4,0.0699184215688701
ENSG00000184100,BRD7P2,1.8,0.0318600984130622
ENSG00000184106,TREML3P,1.8,0.182858936265309
ENSG00000184110,EIF3C,-0.1,0.943135440856938
ENSG00000184111,RPL11P4,1.7,0.164427849387799
ENSG00000184113,CLDN5,-0.1,0.931138033548849
ENSG00000184117,NIPSNAP1,-0.3,0.708381629408462
ENSG00000184139,RPL7AP28,-1.0,0.486561924092177
ENSG00000184144,CNTN2,-0.5,0.642001749459622
ENSG00000184154,LRTOMT,,
ENSG00000184156,KCNQ3,0.8,0.400525438605094
ENSG00000184160,ADRA2C,-0.7,0.489387176356304
ENSG00000184162,NR2C2AP,-0.6,0.568261675347196
ENSG00000184163,C1QTNF12,,
ENSG00000184164,CRELD2,0.8,0.335115024601761
ENSG00000184178,SCFD2,0.8,0.180207282387844
ENSG00000184182,UBE2F,0.4,0.501555196830928
ENSG00000184185,KCNJ12,-0.5,0.775649342100402
ENSG00000184194,GPR173,-0.9,0.468060486793822
ENSG00000184203,PPP1R2,0.6,0.0117920150129845
ENSG00000184205,TSPYL2,-1.0,0.0274183958479228
ENSG00000184206,GOLGA6L4,-0.4,0.807770620209235
ENSG00000184207,PGP,0.4,0.663967580436567
ENSG00000184208,C22orf46,-1.0,0.0024037255743704
ENSG00000184209,SNRNP35,-1.3,4.15233243999238e-05
ENSG00000184210,DGAT2L6,-1.2,0.427462340238912
ENSG00000184216,IRAK1,0.8,0.102291884038554
ENSG00000184220,CMSS1,0.3,0.767541729708336
ENSG00000184226,PCDH9,-0.1,0.908321246233113
ENSG00000184227,ACOT1,-0.8,0.634623953246965
ENSG00000184232,OAF,0.8,0.139722732637431
ENSG00000184254,ALDH1A3,0.9,0.152764809261343
ENSG00000184260,H2AC20,0.1,0.853707375961638
ENSG00000184261,KCNK12,0.3,0.836763213961271
ENSG00000184270,H2AC21,0.5,0.630927099412208
ENSG00000184271,POU6F1,-0.6,0.384267332551955
ENSG00000184274,LINC00315,-2.3,0.0247631119470628
ENSG00000184276,DEFB108B,-0.8,0.571051213084695
ENSG00000184277,TM2D3,,
ENSG00000184281,TSSC4,0.3,0.845192077459637
ENSG00000184292,TACSTD2,-0.8,0.15591540278345
ENSG00000184293,CLECL1,-1.9,0.0335818718058422
ENSG00000184304,PRKD1,-0.2,0.790143642088072
ENSG00000184305,CCSER1,-0.4,0.577992457759062
ENSG00000184307,ZDHHC23,-1.3,0.0462936814268214
ENSG00000184313,MROH7,-1.6,0.102790565121486
ENSG00000184319,RPL23AP82,-0.1,0.894368616796894
ENSG00000184321,OR51J1,-2.4,0.048381637475336
ENSG00000184343,SRPK3,,
ENSG00000184344,GDF3,,
ENSG00000184347,SLIT3,-1.1,9.67347430365542e-08
ENSG00000184349,EFNA5,,
ENSG00000184357,H1-5,1.1,0.484214318053367
ENSG00000184361,SPATA32,-2.2,0.0724794704862692
ENSG00000184363,PKP3,-0.4,0.744245318341903
ENSG00000184368,MAP7D2,0.1,0.935071482855284
ENSG00000184371,CSF1,0.1,0.708504332856691
ENSG00000184374,COLEC10,-2.6,0.0118262353695346
ENSG00000184378,ACTRT3,-2.7,0.0054009058074502
ENSG00000184381,PLA2G6,-1.3,0.0300565389065818
ENSG00000184384,MAML2,-0.2,0.544316767708943
ENSG00000184385,UMODL1-AS1,1.1,0.454423996127169
ENSG00000184388,PABPC1L2B,,
ENSG00000184402,SS18L1,-0.1,0.866773212209569
ENSG00000184408,KCND2,-1.1,0.348115496916161
ENSG00000184414,IRS3P,,
ENSG00000184428,TOP1MT,-0.4,0.719096502711604
ENSG00000184432,COPB2,0.8,1.89125321047111e-05
ENSG00000184434,LRRC19,-0.3,0.775801693714638
ENSG00000184436,THAP7,-0.7,0.292689737588264
ENSG00000184441,ENSG00000184441,-1.7,0.0763047672351698
ENSG00000184445,KNTC1,0.3,0.56305868986423
ENSG00000184451,CCR10,-0.5,0.735044655064687
ENSG00000184454,NCMAP,-1.7,0.0391950860040508
ENSG00000184465,WDR27,-0.5,0.171437154553658
ENSG00000184470,TXNRD2,-0.2,0.864966610210236
ENSG00000184481,FOXO4,0.1,0.96172352885253
ENSG00000184486,POU3F2,-1.7,0.156002788695481
ENSG00000184489,PTP4A3,0.5,0.471871592422752
ENSG00000184497,TMEM255B,-0.3,0.649353556170251
ENSG00000184500,PROS1,,
ENSG00000184507,NUTM1,,
ENSG00000184508,HDDC3,-0.4,0.826384857669148
ENSG00000184515,BEX5,0.4,0.690073575832845
ENSG00000184517,ZFP1,-1.0,0.112672128830339
ENSG00000184524,CEND1,,
ENSG00000184530,C6orf58,-0.8,0.519919359030805
ENSG00000184544,DHRS7C,,
ENSG00000184545,DUSP8,-0.8,0.357021683747959
ENSG00000184557,SOCS3,-0.5,0.396793794672779
ENSG00000184564,SLITRK6,-2.0,0.0061903821981176
ENSG00000184566,ENSG00000184566,-0.1,0.949562609506965
ENSG00000184574,LPAR5,-1.2,0.105411595800559
ENSG00000184575,XPOT,1.7,6.33577666632903e-08
ENSG00000184584,STING1,-0.2,0.797647330745158
ENSG00000184588,PDE4B,0.4,0.48064675353715
ENSG00000184602,SNN,-0.7,0.16413914400532
ENSG00000184608,FAM167A-AS1,-2.6,0.0190507823944267
ENSG00000184611,KCNH7,2.2,0.0263958329520935
ENSG00000184612,RPL7P26,-0.5,0.628893311000082
ENSG00000184613,NELL2,-0.3,0.706312748982555
ENSG00000184617,ZNF840P,-0.4,0.729022249720065
ENSG00000184619,KRBA2,-0.2,0.895348952854195
ENSG00000184634,MED12,0.1,0.938182305805841
ENSG00000184635,ZNF93,1.0,0.0335074524969383
ENSG00000184640,SEPTIN9,0.3,0.516910887830851
ENSG00000184661,CDCA2,1.7,0.0710821769002989
ENSG00000184669,OR7E14P,-1.7,0.0972962529557939
ENSG00000184672,RALYL,,
ENSG00000184675,AMER1,-0.9,0.0540733819461943
ENSG00000184677,ZBTB40,-0.6,0.0859091916561032
ENSG00000184678,H2BC21,1.8,0.0038559507680855
ENSG00000184698,OR51M1,-1.9,0.0523658397687333
ENSG00000184708,EIF4ENIF1,-0.8,0.0289318016225879
ENSG00000184709,LRRC26,,
ENSG00000184719,RNLS,-0.6,0.474270056859016
ENSG00000184730,APOBR,-0.4,0.719450810953101
ENSG00000184731,FAM110C,-0.3,0.733625251365952
ENSG00000184735,DDX53,-1.1,0.240730171928854
ENSG00000184743,ATL3,0.6,0.000548989899478846
ENSG00000184752,NDUFA12,0.9,0.0591901376224657
ENSG00000184774,MGAT4EP,,
ENSG00000184785,SMIM10,0.5,0.367349451163112
ENSG00000184786,DYNLT2,0.8,0.215615422212636
ENSG00000184787,UBE2G2,0.7,0.0240218480179679
ENSG00000184788,SATL1,-1.5,0.244794456212026
ENSG00000184792,OSBP2,0.2,0.904919138841993
ENSG00000184809,B3GALT5-AS1,,
ENSG00000184811,TRARG1,,
ENSG00000184828,ZBTB7C,-1.3,0.0957185598176019
ENSG00000184831,APOO,0.1,0.926005596914805
ENSG00000184838,PRR16,1.0,0.0167981898824422
ENSG00000184840,TMED9,0.9,0.0740838658322867
ENSG00000184845,DRD1,-2.5,0.0111610406716658
ENSG00000184857,TMEM186,1.2,0.339890872905775
ENSG00000184860,SDR42E1,0.2,0.793947935574367
ENSG00000184863,RBM33,-0.2,0.515661574080553
ENSG00000184867,ARMCX2,0.3,0.768831055570024
ENSG00000184887,BTBD6,-0.4,0.541958695717697
ENSG00000184897,H1-10,1.3,0.0328175406758109
ENSG00000184898,RBM43,-0.2,0.634463214301245
ENSG00000184900,SUMO3,0.4,0.496047460659057
ENSG00000184903,IMMP2L,-0.5,0.376830935691337
ENSG00000184905,TCEAL2,-0.7,0.498610779504457
ENSG00000184908,CLCNKB,,
ENSG00000184916,JAG2,0.1,0.925381955660325
ENSG00000184922,FMNL1,0.4,0.646399094679452
ENSG00000184923,NUTM2A,-1.5,0.140841121119532
ENSG00000184924,PTRHD1,-0.1,0.864966610210236
ENSG00000184925,LCN12,-1.9,0.171426947808339
ENSG00000184933,OR6A2,2.2,0.0120934027089158
ENSG00000184937,WT1,1.4,0.321596128196735
ENSG00000184939,ZFP90,-0.6,0.090530896047536
ENSG00000184949,FAM227A,0.2,0.885520344170819
ENSG00000184956,MUC6,0.4,0.754685261124255
ENSG00000184967,NOC4L,-1.2,0.114054584032593
ENSG00000184979,USP18,0.3,0.775747553581537
ENSG00000184983,NDUFA6,0.5,0.420845556208617
ENSG00000184984,CHRM5,-1.1,0.180359032251275
ENSG00000184985,SORCS2,-0.6,0.604240966381069
ENSG00000184988,TMEM106A,0.2,0.783266549004692
ENSG00000184990,SIVA1,0.3,0.725580419958386
ENSG00000184992,BRI3BP,0.1,0.860860609590073
ENSG00000184995,IFNE,0.4,0.839203249643126
ENSG00000184999,SLC22A10,-3.2,0.000247280299433073
ENSG00000185000,DGAT1,0.2,0.834902710725507
ENSG00000185002,RFX6,-0.1,0.960256791298213
ENSG00000185008,ROBO2,-2.6,8.0246685478636e-05
ENSG00000185009,AP3M1,0.1,0.891011350677228
ENSG00000185010,F8,1.7,0.0169653059797728
ENSG00000185013,NT5C1B,-1.1,0.334171093870645
ENSG00000185015,CA13,-0.1,0.910669345867786
ENSG00000185019,UBOX5,-0.6,0.441020200373517
ENSG00000185022,MAFF,-0.2,0.764101475669841
ENSG00000185024,BRF1,-0.2,0.853987011718799
ENSG00000185031,SLC2A3P2,-3.7,3.38534232190733e-10
ENSG00000185033,SEMA4B,0.3,0.621625973891789
ENSG00000185040,SPDYE16,-1.3,0.0073384376268274
ENSG00000185043,CIB1,0.5,0.445582667596655
ENSG00000185046,ANKS1B,-1.5,0.0090807029722895
ENSG00000185049,NELFA,-0.2,0.761512540402115
ENSG00000185052,SLC24A3,-1.0,0.0699699869173704
ENSG00000185053,SGCZ,,
ENSG00000185055,EFCAB10,0.5,0.630732476247295
ENSG00000185056,C5orf47,-0.1,0.950152803966121
ENSG00000185065,ENSG00000185065,0.7,0.658529477830465
ENSG00000185070,FLRT2,0.7,0.23139353249338
ENSG00000185085,INTS5,0.1,0.937474411854887
ENSG00000185088,RPS27L,1.2,0.0014053940513141
ENSG00000185090,MANEAL,-0.4,0.77140416159733
ENSG00000185100,ADSS1,-1.4,0.027295943786012
ENSG00000185101,ANO9,0.2,0.852752000019337
ENSG00000185104,FAF1,0.2,0.769482155389147
ENSG00000185112,FAM43A,-1.4,0.0148062789660411
ENSG00000185115,NSMCE3,-0.1,0.879384716686288
ENSG00000185122,HSF1,-0.1,0.892456011582739
ENSG00000185127,C6orf120,,
ENSG00000185129,PURA,0.2,0.733147351408518
ENSG00000185130,H2BC13,2.3,0.0467620682016519
ENSG00000185133,INPP5J,-1.3,0.242167157742296
ENSG00000185149,NPY2R,2.5,0.0540851564155672
ENSG00000185155,MIXL1,1.0,0.540553408713538
ENSG00000185156,MFSD6L,,
ENSG00000185158,LRRC37B,-0.3,0.609728631459068
ENSG00000185163,DDX51,-0.4,0.673819470109573
ENSG00000185164,NOMO2,0.5,0.36020442946356
ENSG00000185168,LINC00482,,
ENSG00000185187,SIGIRR,-0.3,0.759705416200951
ENSG00000185189,NRBP2,-1.0,0.000928064688110365
