# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-46
# Timestamp: Wed, 22-May-2024 15:40:47
Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon' .foldChange	'COVID-19' vs 'normal' in 'colon'.pValue	'COVID-19' vs 'normal' in 'lung' .foldChange	'COVID-19' vs 'normal' in 'lung'.pValue
ENSG00000233994	GDI2P2	-0.2	0.744302840346604	-0.6	0.409679908345456
ENSG00000233998	SETP5	-1.3	0.0872064137188048	-0.4	0.725171417337352
ENSG00000233999	IGKV3OR2-268	-1.6	0.13848403864003		
ENSG00000234001	ENSG00000234001	-1.4	0.214472788424127		
ENSG00000234003	MTATP6P27	-2.1	0.0160739069377781	-2.6	0.0103446856054032
ENSG00000234004	ENSG00000234004	0.6	0.577369691741399	0.4	0.805384337348388
ENSG00000234006	DDX39B-AS1	-1.5	0.301653494642393		
ENSG00000234009	RPL5P34	0.7	0.116831166087787	0.2	0.830310829664087
ENSG00000234017	ENSG00000234017	-1.0	0.186675476875965	0.7	0.266002353347632
ENSG00000234019	ENSG00000234019			-1.1	0.446037332416659
ENSG00000234021	ENSG00000234021			-1.7	0.260061836457496
ENSG00000234022	ENSG00000234022			-1.6	0.306171446759132
ENSG00000234026	ENSG00000234026	-2.9	0.00355048152936372	-3.3	0.00284124762049829
ENSG00000234028	EIF2AK3-DT	-1.4	0.0706026080216984		
ENSG00000234031	RPS3AP44	-0.7	0.311833867657508	-0.8	0.469432475123254
ENSG00000234036	TXNP6			-0.6	0.397441117154829
ENSG00000234040	RPL10P12	-1.3	0.0139789691437521	-1.0	0.329022526435997
ENSG00000234041	ENSG00000234041	-0.7	0.441578653935047	-0.8	0.423572727510385
ENSG00000234043	NUDT9P1	-1.0	0.495654963301805		
ENSG00000234048	FAM96AP1	1.5	0.271815936046668	-2.5	0.0731241671069394
ENSG00000234050	ENSG00000234050	-3.0	0.00197263895249379	-3.1	0.00776034729703907
ENSG00000234052	LINC01673	-0.4	0.797592645989153		
ENSG00000234055	ENSG00000234055	-1.0	0.480209482924254		
ENSG00000234059	CASKP1	-2.3	0.0987229450086927	-2.6	0.0404692663240625
ENSG00000234060	EDDM3CP	-1.0	0.435442473464614	-2.6	0.0564007785144158
ENSG00000234062	ENSG00000234062	0.1	0.884857557142836	-0.1	0.884152029930516
ENSG00000234065	MTND4P26	1.0	0.24538184454136	3.3	3.28092652253125E-5
ENSG00000234072	ENSG00000234072	-0.9	0.113831481642417	-0.2	0.783891857159848
ENSG00000234073	ENSG00000234073	-2.1	0.00602109819688516	-1.7	0.136083377113663
ENSG00000234076	TPRG1-AS1	-1.0	0.483565892893406	-2.2	0.111639042397073
ENSG00000234080	ENSG00000234080	-0.5	0.485040097308702	1.1	0.283852070186647
ENSG00000234083	ENSG00000234083	-0.4	0.631890452829456	2.0	0.0742623565026277
ENSG00000234084	ENSG00000234084			0.4	0.583403747333053
ENSG00000234091	ENSG00000234091	-2.6	0.0104169940799496	-0.6	0.655098091791482
ENSG00000234093	RPS15AP11			0.2	0.868425895862867
ENSG00000234099	MTND4P11			0.6	0.725580419958386
ENSG00000234106	SRP14P2	-0.8	0.283236708894663	-1.0	0.269011924829218
ENSG00000234109	RPL7P36	-1.2	0.189436130572981	-2.3	0.0271262450729866
ENSG00000234111	LINC02433			-2.7	0.0472915052888055
ENSG00000234115	ENSG00000234115	0.3	0.823902173412196		
ENSG00000234118	RPL13AP6	-0.7	0.51025873448964	-0.9	0.416791260229732
ENSG00000234120	ENSG00000234120	-1.8	0.199351133050084		
ENSG00000234127	TRIM26	-0.4	0.488225745486587	-0.7	0.190186204586743
ENSG00000234129	ENSG00000234129	-2.5	6.36532584942677E-5	-0.7	0.578794514085553
ENSG00000234134	ENSG00000234134	-1.8	0.0889206705741318		
ENSG00000234135	RPL23AP83	-1.3	0.365137633543706	-0.8	0.620087748984757
ENSG00000234136	ENSG00000234136			0.3	0.799418000716125
ENSG00000234139	ENSG00000234139	-3.4	2.64601581759688E-4		
ENSG00000234141	ENSG00000234141	-0.7	0.482461472121129	-1.3	0.116003530518518
ENSG00000234142	LINC01675			-1.0	0.540512282320829
ENSG00000234143	UGT1A13P	-0.8	0.417282082618793		
ENSG00000234144	COX6CP13	-3.3	0.00570908473820753		
ENSG00000234145	NAP1L4P3	0.1	0.936600563562482		
ENSG00000234147	ENSG00000234147	1.2	0.295567568154478	-2.1	0.0722119490568665
ENSG00000234149	ENSG00000234149	-1.4	0.160398577768808	-1.4	0.240990586163306
ENSG00000234155	LINC02535	-2.8	0.00576821299452722		
ENSG00000234156	ENSG00000234156	-1.3	0.334812741407092	-1.0	0.377728522491203
ENSG00000234159	RBPMSLP	-1.4	0.260186758211786	-0.7	0.717844386024505
ENSG00000234160	ENSG00000234160	-0.8	0.425762440028423	-1.2	0.310799956148242
ENSG00000234162	ENSG00000234162	-2.4	0.0582108106125247	-2.7	0.0245996424961736
ENSG00000234167	ELOBP4	-1.8	0.13112707925015		
ENSG00000234171	RNASEH1-AS1	-0.8	0.290108389637542		
ENSG00000234173	ENSG00000234173	1.0	0.507220434325364	-3.8	6.2860063130769E-5
ENSG00000234174	ENSG00000234174	-1.7	0.157101202739367		
ENSG00000234175	ENSG00000234175	-0.4	0.743078977541397	0.3	0.858138944361546
ENSG00000234176	HSPA8P1	-0.3	0.768206093828455	0.8	0.522638122577402
ENSG00000234181	ENSG00000234181	-1.2	0.434189412586911		
ENSG00000234184	LINC01781	-1.2	0.294031988251968		
ENSG00000234185	ENSG00000234185	-1.6	0.0647635191345475	0.2	0.886627732021036
ENSG00000234187	AIMP1P1	-1.8	0.0105551057030957	-1.2	0.308571593524242
ENSG00000234193	ACSL3-AS1	-0.4	0.668114699941493	0.1	0.971897419183944
ENSG00000234197	ETV5-AS1	-1.5	0.0851714085930205	-2.6	6.07291776404923E-4
ENSG00000234199	LINC01191	-2.4	0.0519114610567912		
ENSG00000234202	H3P3	-1.9	0.178231411802992	-0.5	0.774809166024208
ENSG00000234203	ENSG00000234203	-1.9	0.14840002069208		
ENSG00000234206	ENSG00000234206	0.6	0.526399065633965	-1.6	0.154740425900712
ENSG00000234208	ENSG00000234208	-1.6	0.231295699911693		
ENSG00000234210	ENSG00000234210			-1.8	0.242144665644149
ENSG00000234213	FHP1	0.4	0.777242236243632		
ENSG00000234219	CDCA4P4	-2.1	0.100739463677461		
ENSG00000234222	LIX1L-AS1	-0.6	0.426146857202183	-0.1	0.901938944421925
ENSG00000234224	TMEM229A	1.1	0.39476313902546	0.5	0.815799571672818
ENSG00000234230	ZFX-AS1	-0.8	0.609591051188719	-0.1	0.969927369283156
ENSG00000234232	PDE4DIPP7	-0.4	0.731394239165349	0.1	0.971063015541388
ENSG00000234233	KCNH1-IT1	-2.1	0.0803867348070446		
ENSG00000234241	ENSG00000234241	-0.9	0.370603630069017	0.4	0.70372527050179
ENSG00000234253	RPL7P13	1.1	0.311156982633706	0.8	0.556408975237039
ENSG00000234255	ENSG00000234255	-3.2	5.65715435027836E-5	-4.2	4.54272472093496E-9
ENSG00000234261	ENSG00000234261	0.1	0.966961640428072		
ENSG00000234263	MAP3K5-AS1	-1.0	0.103526954917434	-1.3	0.0139322575107344
ENSG00000234268	ENSG00000234268	0.7	0.38217737920089	-1.1	0.126148137380305
ENSG00000234271	ENSG00000234271	-2.4	0.0437387339642739		
ENSG00000234272	RPL30P2	-1.7	0.120084670983216		
ENSG00000234274	COX7BP2	-0.8	0.604679967305988	-0.4	0.841800867510862
ENSG00000234281	LANCL1-AS1	-0.5	0.527810379815514	-0.8	0.445345204576297
ENSG00000234284	ZNF879	0.8	0.0998177506531885	-0.6	0.364842618234478
ENSG00000234285	GAPDHP49	-2.3	0.00171196169332443	-1.4	0.276300997534589
ENSG00000234287	ENSG00000234287	0.9	0.12594772505434	-0.3	0.730756048728045
ENSG00000234290	ENSG00000234290	-1.4	0.00124691634460377	-1.1	0.00119542843369855
ENSG00000234292	ENSG00000234292	-1.1	0.41943385129102	0.3	0.877813727065174
ENSG00000234293	BACH1-IT3	0.6	0.482901156135848	0.9	0.409199892277506
ENSG00000234297	PSIP1P1	1.2	0.207990841119606	-0.8	0.52966103502565
ENSG00000234303	CLYBL-AS1	-2.5	0.0055802611254283	-1.6	0.111815195441764
ENSG00000234308	LINC01878	-1.0	0.491309489915143		
ENSG00000234311	ENSG00000234311	-2.3	0.02931589198673	-2.8	0.0167870942216147
ENSG00000234315	OSTCP5	-1.6	0.275386333705059		
ENSG00000234323	LINC01505	0.2	0.80052851977719	-0.4	0.800211021239551
ENSG00000234324	RPL9P2	-0.8	0.45198247192791	-1.5	0.251609157400998
ENSG00000234325	MRPS10P2	-0.8	0.358513689045174	-0.1	0.97098006534036
ENSG00000234327	ZNF232-AS1	-0.6	0.484475518448957	1.8	0.0559143616221742
ENSG00000234329	ENSG00000234329	-1.8	0.00633034747568684	-0.2	0.855397642233482
ENSG00000234332	BCAS2P2	-0.6	0.385200102749692	-0.6	0.304543196361519
ENSG00000234335	RPS4XP11	-0.4	0.288168041106214	0.1	0.926636748180783
ENSG00000234336	JAZF1-AS1			-1.5	0.27279744909809
ENSG00000234337	ENSG00000234337	-1.3	0.147837587520788	1.1	0.279338582263125
ENSG00000234338	ENSG00000234338	-1.4	0.0409857673578822	-0.8	0.298708704799194
ENSG00000234345	ELF2P1	-2.6	8.2737090507246E-4	-1.9	0.0990266337254115
ENSG00000234350	ENSG00000234350	-0.8	0.490187854626757	-1.8	0.0382564280798043
ENSG00000234352	ENSG00000234352	0.9	0.172725673152637	-0.6	0.592464610601551
ENSG00000234354	RPS26P47	-0.5	0.659999513943128	0.5	0.790718040748182
ENSG00000234358	ENSG00000234358	-1.0	0.298187305832953	-0.6	0.567291160679155
ENSG00000234361	ENSG00000234361	-0.5	0.550584337048687	0.3	0.840839234871479
ENSG00000234362	LINC01914	-1.0	0.489951453479373	-1.4	0.150403712016929
ENSG00000234369	TATDN1P1	-0.3	0.654743191968313	-0.8	0.0366675590834847
ENSG00000234377	OBI1-AS1	0.1	0.954392054455651	-1.9	0.124477457285462
ENSG00000234378	ENSG00000234378	-1.4	0.22228856572884		
ENSG00000234380	LINC01426	-2.5	0.00730425668851618	1.2	0.37953564616353
ENSG00000234383	CTBP2P8	-1.7	0.0136691153017443	-1.3	0.11665343717049
ENSG00000234384	LINC01049			-1.9	0.198302355287973
ENSG00000234389	ENSG00000234389	-0.3	0.7868778210724	2.0	0.00584448933079654
ENSG00000234390	USP27X-DT	1.5	0.138362893681895	-0.8	0.56132784369369
ENSG00000234393	ENSG00000234393	-3.4	4.08889412039236E-4	-0.4	0.836904438529135
ENSG00000234396	ENSG00000234396			-1.6	0.276727036272104
ENSG00000234405	ENSG00000234405	-1.9	0.126697419011095	-2.4	0.0196339940180787
ENSG00000234418	ENSG00000234418	-3.1	0.00197263895249379		
ENSG00000234420	ZNF37BP	0.2	0.571470127828497	-1.0	3.97699480589651E-8
ENSG00000234424	ENSG00000234424			0.3	0.872510579135141
ENSG00000234425	ENSG00000234425	-2.6	0.0196989819276481	-1.4	0.31846503994354
ENSG00000234428	ENSG00000234428	0.2	0.818554883693901	0.8	0.247102340317788
ENSG00000234432	ENSG00000234432	0.1	0.923650946968336	0.7	0.65887822207964
ENSG00000234438	KBTBD13			-1.1	0.501212681520397
ENSG00000234444	ZNF736	-0.3	0.422254155161883	-0.4	0.54495119519678
ENSG00000234445	FGF14-AS1	-0.4	0.790380535039797	-0.8	0.523378857087296
ENSG00000234450	ENSG00000234450	-0.2	0.858799442824332	-0.2	0.859508285970204
ENSG00000234452	SLC16A12-AS1			-2.7	0.00576890341633151
ENSG00000234456	MAGI2-AS3	1.5	7.61695504049562E-6	-0.2	0.805747589267917
ENSG00000234459	ENSG00000234459			-0.3	0.727518376487265
ENSG00000234460	ENSG00000234460	-3.2	5.49487976216015E-4	-3.9	3.63141907745527E-4
ENSG00000234465	PINLYP	-0.5	0.575024962453197	-0.2	0.862942223741884
ENSG00000234469	CLDN34	-1.7	0.187555172430613	-0.8	0.577763750065386
ENSG00000234473	ZNF101P2	1.0	0.38175872036538	-1.3	0.220851273600778
ENSG00000234476	LINC02765	-2.2	0.0526758779294901		
ENSG00000234477	ENSG00000234477	-0.1	0.978606854384944		
ENSG00000234478	ACBD3-AS1	-0.5	0.644773370436242	1.0	0.22698191245817
ENSG00000234484	ENSG00000234484			-0.3	0.878281669138663
ENSG00000234492	RPL34-DT	-0.9	0.377914105059491	-0.8	0.41137025524051
ENSG00000234494	SP2-AS1	-0.7	0.336612273723996	-0.7	0.451899474901744
ENSG00000234497	ERICH3-AS1			-0.7	0.671407751889847
ENSG00000234498	RPL13AP20	0.6	0.199721084782891	1.7	4.62179222605764E-4
ENSG00000234500	ENSG00000234500	-0.4	0.646301110516315	-0.8	0.612535103039155
ENSG00000234504	ENSG00000234504	-3.1	0.00575414127319003		
ENSG00000234506	LINC01506	-3.7	1.14521535919936E-4	-0.5	0.753793290048599
ENSG00000234509	ENSG00000234509	-1.1	0.308726492400454	-1.0	0.509275869896204
ENSG00000234511	C5orf58	-0.9	0.237722420206759	0.6	0.436031344365817
ENSG00000234513	ENSG00000234513	-0.2	0.878636493569061		
ENSG00000234515	PPP1R2P1	-1.6	0.214570362170105		
ENSG00000234518	PTGES3P1	0.7	0.137345435483559	0.9	0.0837772506053065
ENSG00000234519	ENSG00000234519	-1.7	0.205789378331396		
ENSG00000234521	ENSG00000234521			0.2	0.936001866647721
ENSG00000234523	NDUFB1P2	-0.6	0.560043634056341	-1.1	0.346606832009381
ENSG00000234534	CSNK1G2P1	-0.6	0.687464381979057		
ENSG00000234535	ENSG00000234535	-0.4	0.811179996595242		
ENSG00000234545	FAM133B	0.3	0.236893734221457	0.3	0.519919359030805
ENSG00000234546	LNCTAM34A	-2.6	0.00291163474380256	0.1	0.941434516484362
ENSG00000234557	PPIAP90	-0.7	0.538544293295274	-2.7	0.00640932973624335
ENSG00000234558	API5P1	1.2	0.380629415458409		
ENSG00000234562	TPMTP2	0.1	0.942797502699706	0.3	0.818001301000249
ENSG00000234567	ENSG00000234567	0.8	0.504312469894359	-2.2	0.00781566167791446
ENSG00000234571	H2BP2	-0.8	0.589706723540346	0.2	0.921025877232948
ENSG00000234572	LINC01800	-1.3	0.377074044029373		
ENSG00000234575	CTSLP8			-3.8	3.29429702092216E-4
ENSG00000234577	SYNE1-AS1	-0.7	0.658960780011143	-2.2	0.0701561439280623
ENSG00000234584	ENSG00000234584	-1.9	0.0423834659975384	-0.8	0.30124543389234
ENSG00000234585	CCT6P3	-0.7	0.117447430971281	0.1	0.906471669503999
ENSG00000234589	ENSG00000234589	0.5	0.409346234502282	0.8	0.337328323298566
ENSG00000234593	KAZN-AS1	-2.3	0.00929826133579644	-0.9	0.537328911363804
ENSG00000234597	ENSG00000234597	-1.1	0.455264606479805	0.2	0.90834149920257
ENSG00000234601	CHRM3-AS1	-0.9	0.453972393110516		
ENSG00000234602	MCIDAS	0.3	0.853262881501988	0.9	0.590491522777381
ENSG00000234604	ENSG00000234604	1.4	0.0854794494666147	-0.5	0.59416778382674
ENSG00000234607	ENSG00000234607	-2.3	0.0144670136748452	-0.3	0.838969695715454
ENSG00000234608	MAPKAPK5-AS1	-0.6	0.29958064712805	-0.6	0.485799427939591
ENSG00000234614	C2CD4D-AS1	-1.6	0.174313327302157		
ENSG00000234616	JRK	-1.8	0.00485638303157354	-0.9	0.233780818359841
ENSG00000234617	SNRK-AS1	-1.5	0.0255806823373023	-1.9	0.0181198922264276
ENSG00000234618	RPSAP9	-1.8	0.103734722114645		
ENSG00000234619	RPL7P11	-0.7	0.382102985499761	-0.3	0.703760247038212
ENSG00000234624	ENSG00000234624	-1.7	0.00409364660136677	-1.4	0.076764067973049
ENSG00000234626	ENSG00000234626	0.4	0.768206093828455	-1.3	0.20040939978372
ENSG00000234627	NUS1P3	-0.1	0.963383450511267		
ENSG00000234629	WDR82P1	0.7	0.221816704556931	0.5	0.274466404509675
ENSG00000234630	ENSG00000234630	-1.4	0.319328643717932	1.4	0.383159544338405
ENSG00000234632	NECAP1P2	-2.2	0.0231658151507681	-0.6	0.594355255230075
ENSG00000234636	MED14OS	-0.6	0.41924119443601	-1.9	0.095650606861513
ENSG00000234638	ENSG00000234638	0.4	0.768206093828455		
ENSG00000234639	ENSG00000234639	-0.2	0.877760710559909		
ENSG00000234645	YWHAEP5	0.3	0.776939640434737	-0.3	0.824080433382668
ENSG00000234648	ENSG00000234648			-1.6	0.305074115397523
ENSG00000234650	PCCA-AS1	-0.8	0.149333154121415	-0.6	0.475814157897439
ENSG00000234653	LRRTM4-AS1			-3.4	8.18476793185491E-4
ENSG00000234661	CHL1-AS1	0.4	0.702632668773166	1.2	0.365148383859717
ENSG00000234663	LINC01934	-1.2	0.269946918558666	-0.8	0.240682773380858
ENSG00000234664	HMGN2P5	-0.6	0.462468632886925	-0.5	0.651320358058189
ENSG00000234665	LERFS	-0.4	0.811707444092398	-1.0	0.527237079057372
ENSG00000234675	ENSG00000234675	-3.3	2.8825627687883E-4	-1.4	0.210872074274525
ENSG00000234676	IFT74-AS1	-1.3	0.386619311596578		
ENSG00000234678	ELF3-AS1	-2.0	0.00275447636884979	-0.2	0.810515928516825
ENSG00000234682	VDAC2P4			-2.2	0.131486225552947
ENSG00000234683	ENSG00000234683	0.6	0.535951599124694	-0.5	0.585744400288953
ENSG00000234684	SDCBP2-AS1			0.2	0.78205056609386
ENSG00000234690	EPCAM-DT	-1.3	0.158014292132391	-0.3	0.740412486210502
ENSG00000234692	ENSG00000234692			-0.6	0.756673265402665
ENSG00000234693	RIPOR3-AS1	-1.3	0.377227242088926	1.1	0.530829271601159
ENSG00000234694	ENSG00000234694	-3.2	3.64891121699877E-4	-1.8	0.201891281406947
ENSG00000234699	ENSG00000234699	-0.5	0.765952757520833		
ENSG00000234705	HMGA1P4	-4.1	9.79857452670881E-6	0.3	0.892796176337932
ENSG00000234709	UPF3AP3	-0.9	0.350221500327825	-1.5	0.0901247450878424
ENSG00000234710	ENSG00000234710	-1.0	0.528160398278553		
ENSG00000234715	ENSG00000234715	-0.7	0.456863027204108	0.3	0.844283380320582
ENSG00000234717	TMEM212-AS1			-1.1	0.493333557818246
ENSG00000234718	ENSG00000234718	-0.2	0.818935278386074	-0.5	0.488509444166976
ENSG00000234719	NPIPB2	-0.6	0.553983451179089	-0.4	0.679789581522157
ENSG00000234722	LINC01287	0.4	0.816717547313851	0.1	0.980529723780345
ENSG00000234724	HDAC1P1			-0.4	0.781328723817789
ENSG00000234736	FAM170B-AS1	-2.6	0.0128150046971932	-0.7	0.627691212041983
ENSG00000234737	KRT18P15	-1.0	0.364383064353718	-1.8	0.0894889420406112
ENSG00000234740	ENSG00000234740	0.8	0.340115619385779	-0.3	0.745722750756433
ENSG00000234741	GAS5	0.8	0.0164171874179805	1.0	0.0139417054685143
ENSG00000234742	ENSG00000234742	1.4	0.00109762383925893	-0.1	0.879411530156447
ENSG00000234745	HLA-B	-0.7	0.0775552898487044		
ENSG00000234751	ENSG00000234751	-0.5	0.512097865037632	0.1	0.945231211225179
ENSG00000234753	FOXP4-AS1	-0.3	0.775152174727178		
ENSG00000234754	LINC02817	-0.5	0.681511845977319	-1.9	0.0134333327994243
ENSG00000234756	LINC02621	-1.6	0.241350211186041	-1.3	0.324826238492127
ENSG00000234763	ENSG00000234763			-3.6	5.23382211776613E-6
ENSG00000234770	GULOP	-3.0	0.0020402918795214		
ENSG00000234771	SLC25A25-AS1	-0.8	0.258936548213082	-1.0	0.027370239684915
ENSG00000234772	LINC00412	-2.9	0.006324172158062	-2.7	0.0320722960797975
ENSG00000234773	ENSG00000234773	-2.1	0.00161275429212261	-1.5	0.0172634554558191
ENSG00000234779	BNC2-AS1	-0.3	0.669254591409692	0.1	0.941959329701368
ENSG00000234782	TPT1P9	0.8	0.0310962155785206	0.6	0.189652488694221
ENSG00000234784	ENSG00000234784	-0.9	0.119942811146835	-0.5	0.440466725830705
ENSG00000234785	EEF1GP5	1.3	0.317626732734444		
ENSG00000234788	HSPA8P3	-1.2	0.187464393304921	-0.2	0.899164367574554
ENSG00000234797	RPS3AP6	0.7	0.300356486434193	0.7	0.283303293769379
ENSG00000234800	PCMTD1P3	-0.7	0.502479204951592		
ENSG00000234807	LINC01135	-2.3	0.00645528423669513	-0.8	0.527116236753934
ENSG00000234810	ENSG00000234810			-1.0	0.496943438051634
ENSG00000234814	SVIL2P	0.4	0.642895565560807	-0.8	0.376712373519269
ENSG00000234817	ECI2-DT	-1.7	0.0769621156905128	-0.5	0.636691656775898
ENSG00000234818	ENSG00000234818	1.5	0.141112692588002	0.7	0.513298578943855
ENSG00000234825	XRCC6P2	-0.9	0.472754065496256	-0.2	0.903304809333074
ENSG00000234828	IQCM	-0.3	0.80052851977719		
ENSG00000234832	NXT1-AS1	-1.1	0.450578176642195		
ENSG00000234835	PHBP13	-2.3	0.0689226735767265		
ENSG00000234840	LINC01239	0.7	0.524070615737562	-0.2	0.870418742895413
ENSG00000234841	ENSG00000234841	-1.3	0.150166095687071		
ENSG00000234842	MTCO2P16	0.2	0.928742494521551	-3.1	0.0022519241603345
ENSG00000234848	ENSG00000234848	0.1	0.956542267662244	-0.5	0.72730875808876
ENSG00000234851	RPL23AP42	0.2	0.890667254939065		
ENSG00000234854	LINC00676			-1.1	0.420451622721071
ENSG00000234865	ADH5P5	-1.5	0.289358880665209		
ENSG00000234869	ENSG00000234869	-2.3	0.0755779424434704	-0.3	0.846436696351814
ENSG00000234880	LINC00163			-3.9	0.001239283187774
ENSG00000234881	PIGFP2	-1.0	0.230120290650385	0.4	0.775911116965252
ENSG00000234882	EIF3EP1	-0.3	0.743373426987152	0.8	0.35760183281536
ENSG00000234883	MIR155HG	-0.3	0.73009606746088	0.3	0.667257044528763
ENSG00000234884	ENSG00000234884	0.6	0.640114219839964	-0.5	0.742717395175517
ENSG00000234886	MTND5P26	0.6	0.172730500390921	-0.4	0.518114345371506
ENSG00000234890	HNRNPDLP2	-1.2	0.411476943657611	-3.3	1.22309265010624E-4
ENSG00000234899	SOX9-AS1	-2.2	0.0118332467270509	0.1	0.964435485692871
ENSG00000234900	ENSG00000234900	-4.0	6.17127050014344E-7	-0.1	0.9404238850497
ENSG00000234902	ENSG00000234902	-2.0	0.0193258486894785	-0.2	0.914610237379275
ENSG00000234911	TEX21P	-0.6	0.442988754205227	-0.4	0.570541426406593
ENSG00000234912	SNHG20	-0.8	0.230888186252481	0.7	0.464726473756503
ENSG00000234913	ENSG00000234913	-0.9	0.178727479658108	-2.1	0.0806956133113172
ENSG00000234915	ENSG00000234915	1.0	0.191747695320441	-0.9	0.34590641161491
ENSG00000234917	ENSG00000234917	-2.0	0.0820061482821668		
ENSG00000234925	ATP5PDP4	1.1	0.0694415551530329	0.1	0.931532756011375
ENSG00000234928	LINC01659	-2.4	0.0602007627570978		
ENSG00000234933	CDC42P1	-2.3	5.24257398876796E-4	-0.4	0.66504061339011
ENSG00000234934	MTND5P29	0.9	0.553689474773996		
ENSG00000234936	ENSG00000234936	-1.8	0.123966158966191		
ENSG00000234937	ENSG00000234937	-0.7	0.548910228098298	-0.1	0.929835685062639
ENSG00000234942	GRID1-AS1	-1.8	0.148604248849092	-2.3	0.0683225013545455
ENSG00000234943	ENSG00000234943	0.8	0.449256822668541	-1.7	0.00415462770836067
ENSG00000234945	GTF3C2-AS1	-0.8	0.341614403328394	-0.8	0.348602023020286
ENSG00000234946	SDHCP3	-1.9	0.0841913305520525	0.3	0.84886685769775
ENSG00000234949	ENSG00000234949	-0.6	0.719916772106984		
ENSG00000234953	ENSG00000234953	-0.1	0.969862274556287	-0.7	0.674825190242031
ENSG00000234964	FABP5P7	-1.0	0.426818890700937	-0.3	0.855241784570463
ENSG00000234969	AARSD1P1	-0.4	0.809027650994309	-0.7	0.689181369896674
ENSG00000234975	FTH1P2	1.5	0.00124350140616545	0.4	0.39938823826337
ENSG00000234981	ENSG00000234981	1.3	0.164572320843133	-0.5	0.755798776198194
ENSG00000234982	ENSG00000234982	-0.8	0.448194431327701	-2.1	0.0218322171817088
ENSG00000234995	RPS3AP28	-2.2	8.09145928155152E-4	0.3	0.750485373372677
ENSG00000234996	ACTG1P25	-2.7	0.00141326414650435	-1.0	0.447789338490558
ENSG00000234997	ENSG00000234997			-2.0	0.0966261796392172
ENSG00000234998	ENSG00000234998	-1.0	0.537978780995372		
ENSG00000235001	EIF4A1P2	0.4	0.795328363559767	-0.3	0.859910604793441
ENSG00000235002	ENSG00000235002	-0.6	0.719552113810734		
ENSG00000235008	ENSG00000235008	-0.2	0.877611127215228	0.2	0.912067255312088
ENSG00000235009	LINC01883	-0.2	0.866985631578528		
ENSG00000235010	ENSG00000235010	-0.1	0.967985029597616		
ENSG00000235012	JCADP1	-3.3	0.00197263895249379		
ENSG00000235013	COX20P2	0.6	0.225537724784902	0.8	0.472983671729825
ENSG00000235016	SEMA3F-AS1	-3.0	8.58227126280239E-5	-0.8	0.423087795236192
ENSG00000235018	ENSG00000235018	-1.6	0.112036952549467	0.6	0.648566594425544
ENSG00000235020	ENSG00000235020	-0.2	0.765351311351172	-0.4	0.660339284659855
ENSG00000235021	ENSG00000235021	-1.1	0.358140909708381	-2.2	0.0969086327032381
ENSG00000235023	ENSG00000235023	0.3	0.849315824619227		
ENSG00000235026	DPP10-AS1	-2.2	0.0167628441300985		
ENSG00000235027	ENSG00000235027	0.1	0.927615903931417		
ENSG00000235029	MNX1-AS2	-3.9	5.89492035904791E-5		
ENSG00000235033	DAAM2-AS1	-0.7	0.282334369305151	-1.1	0.149135479809305
ENSG00000235036	ENSG00000235036	-1.0	0.197233222681984	0.3	0.79661716075872
ENSG00000235038	ENSG00000235038	-1.1	0.296331639461821	0.7	0.588185752756969
ENSG00000235045	RPL7P8	-1.9	0.0259952079964301	0.8	0.533355540366392
ENSG00000235049	LINC00940	-3.9	2.29734507940361E-5		
ENSG00000235050	MLIP-AS1	0.4	0.794372823085458	-0.5	0.814498534884372
ENSG00000235051	ENSG00000235051	0.6	0.7104124666205		
ENSG00000235052	ENSG00000235052	-2.5	0.0072148485278676	-3.2	0.0059507816651776
ENSG00000235060	VDAC1P4	-0.8	0.492153301062215	-0.5	0.774270291974221
ENSG00000235061	UBE2V1P7	2.2	0.0961148653308107	-1.4	0.355210658887887
ENSG00000235064	SLC25A5P2	-0.8	0.40822062155932	2.2	0.101506526092356
ENSG00000235065	RPL24P2	1.4	0.0600967708311117	0.5	0.730839780458419
ENSG00000235066	ENSG00000235066	-0.9	0.299342298142959	1.3	0.0250272032825678
ENSG00000235070	ENSG00000235070	-1.6	0.256491422769121		
ENSG00000235072	ARNILA	-1.0	0.346375599819053	-0.6	0.712871511382388
ENSG00000235076	GAPDHP52			-1.1	0.435992979167786
ENSG00000235079	ZRANB2-AS1	-1.9	0.0252831961778413	-1.2	0.151454464658675
ENSG00000235081	ENSG00000235081	0.7	0.30003689267643		
ENSG00000235082	SUMO1P3	1.0	0.157806396690976	0.7	0.325157810420461
ENSG00000235085	ENSG00000235085	-0.9	0.302581621396195	-0.2	0.84398535531505
ENSG00000235086	FNDC1-IT1	-2.0	0.126496071906806		
ENSG00000235088	ENSG00000235088			-1.8	0.228358852052011
ENSG00000235090	RPL7L1P3	-1.1	0.291722750838572	-0.4	0.727505496192374
ENSG00000235092	ID2-AS1	-0.6	0.470746454471721	-2.0	0.0241952575920265
ENSG00000235095	ENSG00000235095	-0.3	0.817841339075388	-0.3	0.712937841961538
ENSG00000235096	ENSG00000235096	0.5	0.70697836379802	-0.9	0.362052990299573
ENSG00000235097	LINC00330			2.1	0.15751361661112
