Gene ID	Gene Name_x	Colon_FoldChange	Colon_pValue	Gene Name_y	Lung_FoldChange	Lung_pValue
ENSG00000231120	BTF3P10	0.7_0.523504049425237	0.523504049425237	BTF3P10	NA_NA	NA
ENSG00000231123	SPATA20P1	NA_NA	NA	SPATA20P1	1.6_0.302041576091836	0.302041576091836
ENSG00000231124	UBE2V1P11	-1.4_0.320450184540726	0.320450184540726	UBE2V1P11	-1.7_0.25271310593586	0.25271310593586
ENSG00000231125	ENSG00000231125	-0.1_0.908881361198026	0.908881361198026	ENSG00000231125	0.8_0.248141372961237	0.248141372961237
ENSG00000231128	ENSG00000231128	0.1_0.926102796968351	0.926102796968351	ENSG00000231128	-0.7_0.340375004549008	0.340375004549008
ENSG00000231131	LNCAROD	-1.2_0.286261814721235	0.286261814721235	LNCAROD	3.3_0.0036313262650257	0.0036313262650257
ENSG00000231132	ENSG00000231132	0.5_0.45863625472007	0.45863625472007	ENSG00000231132	-1.0_0.0981070239330319	0.0981070239330319
ENSG00000231133	HAR1B	-0.5_0.722299801546908	0.722299801546908	HAR1B	NA_NA	NA
ENSG00000231134	TCF7L1-IT1	0.7_0.39593776779473	0.39593776779473	TCF7L1-IT1	-1.0_0.326884900511062	0.326884900511062
ENSG00000231137	RBM22P5	-3.8_2.85938448463758e-06	2.85938448463758e-06	RBM22P5	NA_NA	NA
ENSG00000231138	ENSG00000231138	-1.0_0.346747398073089	0.346747398073089	ENSG00000231138	-0.9_0.534821150559501	0.534821150559501
ENSG00000231147	ARHGAP42P2	-2.7_0.0008214554226974	0.0008214554226974	ARHGAP42P2	-0.8_0.306532580455517	0.306532580455517
ENSG00000231148	HMGB1P7	-1.4_0.113778240346319	0.113778240346319	HMGB1P7	-0.2_0.914270226566814	0.914270226566814
ENSG00000231154	MORF4L2-AS1	-0.1_0.925711112391376	0.925711112391376	MORF4L2-AS1	0.3_0.802544082738994	0.802544082738994
ENSG00000231158	PTP4A1P1	-1.4_0.301917499105957	0.301917499105957	PTP4A1P1	NA_NA	NA
ENSG00000231160	KLF3-AS1	-1.7_0.00201271921518	0.00201271921518	KLF3-AS1	-1.4_0.0019432608365527	0.0019432608365527
ENSG00000231163	CSMD2-AS1	0.6_0.691511158326035	0.691511158326035	CSMD2-AS1	2.0_0.147484444251301	0.147484444251301
ENSG00000231164	RPL7P56	NA_NA	NA	RPL7P56	0.1_0.953274960338804	0.953274960338804
ENSG00000231165	TRBV26OR9-2	-0.1_0.963183290984361	0.963183290984361	TRBV26OR9-2	-1.7_0.165193277398325	0.165193277398325
ENSG00000231167	YBX1P2	0.4_0.61027179931813	0.61027179931813	YBX1P2	0.6_0.433810811520238	0.433810811520238
ENSG00000231169	EEF1B2P1	NA_NA	NA	EEF1B2P1	-1.4_0.13278455337851	0.13278455337851
ENSG00000231170	ENSG00000231170	-0.4_0.739471994068691	0.739471994068691	ENSG00000231170	-2.2_0.024175255683625	0.024175255683625
ENSG00000231172	EVA1A-AS	-2.7_0.0181027382892195	0.0181027382892195	EVA1A-AS	-2.4_0.0141718908925163	0.0141718908925163
ENSG00000231177	LINC00852	-1.0_0.314986437511663	0.314986437511663	LINC00852	-0.3_0.752059705715317	0.752059705715317
ENSG00000231181	ENSG00000231181	-3.0_0.0002949818229527	0.0002949818229527	ENSG00000231181	-3.2_7.33976880190111e-06	7.33976880190111e-06
ENSG00000231185	SPRY4-AS1	-2.1_0.0459006602137528	0.0459006602137528	SPRY4-AS1	-1.1_0.325509808449599	0.325509808449599
ENSG00000231187	ENSG00000231187	NA_NA	NA	ENSG00000231187	-0.4_0.800413615350873	0.800413615350873
ENSG00000231194	FARP1-AS1	0.2_0.905963844219445	0.905963844219445	FARP1-AS1	NA_NA	NA
ENSG00000231201	ENSG00000231201	-1.7_0.0040362100110314	0.0040362100110314	ENSG00000231201	-0.8_0.242922854275801	0.242922854275801
ENSG00000231204	ENSG00000231204	-1.0_0.46132518503046	0.46132518503046	ENSG00000231204	NA_NA	NA
ENSG00000231205	ZNF826P	0.7_0.329544608436293	0.329544608436293	ZNF826P	0.2_0.792178383647993	0.792178383647993
ENSG00000231206	HNRNPA1P25	-1.2_0.194872000147581	0.194872000147581	HNRNPA1P25	0.3_0.812921180669363	0.812921180669363
ENSG00000231207	ENSG00000231207	NA_NA	NA	ENSG00000231207	-1.1_0.537439559708394	0.537439559708394
ENSG00000231208	ZBTB46-AS1	-1.6_0.183442850833755	0.183442850833755	ZBTB46-AS1	-1.9_0.110358129856237	0.110358129856237
ENSG00000231211	RPL17P49	0.1_0.936153639551752	0.936153639551752	RPL17P49	NA_NA	NA
ENSG00000231217	ENSG00000231217	-2.4_0.0737233545936058	0.0737233545936058	ENSG00000231217	-1.4_0.340957082312107	0.340957082312107
ENSG00000231226	TRIM31-AS1	-4.7_1.48392384606349e-06	1.48392384606349e-06	TRIM31-AS1	NA_NA	NA
ENSG00000231231	LINC01423	NA_NA	NA	LINC01423	-1.4_0.235760435005359	0.235760435005359
ENSG00000231233	CFAP58-DT	-0.2_0.867814134251943	0.867814134251943	CFAP58-DT	0.7_0.603765013718985	0.603765013718985
ENSG00000231236	ENSG00000231236	1.2_0.259161877390611	0.259161877390611	ENSG00000231236	NA_NA	NA
ENSG00000231241	RPS3AP3	-3.0_0.0002548953853512	0.0002548953853512	RPS3AP3	0.3_0.858600370044586	0.858600370044586
ENSG00000231245	C1DP1	0.1_0.928742494521551	0.928742494521551	C1DP1	-0.9_0.37515388327136	0.37515388327136
ENSG00000231246	LINC02884	-1.2_0.232354823906213	0.232354823906213	LINC02884	0.3_0.854202217113848	0.854202217113848
ENSG00000231249	ITPR1-DT	-0.6_0.722299801546908	0.722299801546908	ITPR1-DT	0.8_0.594646940114036	0.594646940114036
ENSG00000231252	ENSG00000231252	-1.5_0.158821739082607	0.158821739082607	ENSG00000231252	-1.1_0.485142812083937	0.485142812083937
ENSG00000231253	LINC01640	-0.5_0.748508030476339	0.748508030476339	LINC01640	-1.9_0.187242088573906	0.187242088573906
ENSG00000231256	CFAP97D1	NA_NA	NA	CFAP97D1	-0.8_0.617190012347641	0.617190012347641
ENSG00000231290	APCDD1L-DT	-0.9_0.399462618362335	0.399462618362335	APCDD1L-DT	0.1_0.951531196659716	0.951531196659716
ENSG00000231292	IGKV1OR2-108	-3.9_3.46450560974425e-05	3.46450560974425e-05	IGKV1OR2-108	-2.2_0.0514340935780805	0.0514340935780805
ENSG00000231296	ENSG00000231296	-2.1_0.074734518574609	0.074734518574609	ENSG00000231296	NA_NA	NA
ENSG00000231298	MANCR	-1.5_0.209240325194337	0.209240325194337	MANCR	NA_NA	NA
ENSG00000231300	EZH2P1	-0.6_0.69051574008575	0.69051574008575	EZH2P1	NA_NA	NA
ENSG00000231302	RPL36P2	-2.2_0.0881400546163521	0.0881400546163521	RPL36P2	NA_NA	NA
ENSG00000231304	SGO1-AS1	-0.8_0.396770750754441	0.396770750754441	SGO1-AS1	0.6_0.568261675347196	0.568261675347196
ENSG00000231305	ENSG00000231305	-3.1_0.0045656314937522	0.0045656314937522	ENSG00000231305	-0.4_0.812523237511741	0.812523237511741
ENSG00000231307	RPS3P2	-2.7_0.0008042675784774	0.0008042675784774	RPS3P2	-0.6_0.612022647958791	0.612022647958791
ENSG00000231310	TBL1XR1-AS1	0.3_0.667790812383344	0.667790812383344	TBL1XR1-AS1	0.9_0.291072114771988	0.291072114771988
ENSG00000231312	MAP4K3-DT	0.9_0.101442313899281	0.101442313899281	MAP4K3-DT	-0.7_0.254686348523623	0.254686348523623
ENSG00000231313	CLIC1P1	0.1_0.935434500425272	0.935434500425272	CLIC1P1	NA_NA	NA
ENSG00000231322	RPL13AP17	-1.0_0.307458898722389	0.307458898722389	RPL13AP17	-1.9_0.0822562868455275	0.0822562868455275
ENSG00000231327	LINC01816	NA_NA	NA	LINC01816	-0.2_0.90641929307425	0.90641929307425
ENSG00000231329	ENSG00000231329	-2.3_4.65837230835373e-05	4.65837230835373e-05	ENSG00000231329	-0.4_0.478443082521249	0.478443082521249
ENSG00000231332	OOEP-AS1	-0.5_0.736813233580432	0.736813233580432	OOEP-AS1	1.2_0.413461405719697	0.413461405719697
ENSG00000231333	RPL34P6	-1.7_0.0917487109640707	0.0917487109640707	RPL34P6	0.7_0.570622088863245	0.570622088863245
ENSG00000231334	EML6-AS1	-3.6_5.89423563157347e-05	5.89423563157347e-05	EML6-AS1	0.7_0.654146857877232	0.654146857877232
ENSG00000231336	ENSG00000231336	NA_NA	NA	ENSG00000231336	-0.5_0.798324525587582	0.798324525587582
ENSG00000231340	ACTG1P10	-1.5_0.103171228615005	0.103171228615005	ACTG1P10	-1.4_0.247564320012216	0.247564320012216
ENSG00000231341	VDAC1P6	0.6_0.491304461792205	0.491304461792205	VDAC1P6	1.8_0.0956874517357993	0.0956874517357993
ENSG00000231344	ENSG00000231344	-1.7_0.176841822660833	0.176841822660833	ENSG00000231344	NA_NA	NA
ENSG00000231345	BEND3P1	0.3_0.795588688336758	0.795588688336758	BEND3P1	-0.3_0.764420093884667	0.764420093884667
ENSG00000231346	LINC01160	-1.0_0.310907880138513	0.310907880138513	LINC01160	-0.9_0.583544226171575	0.583544226171575
ENSG00000231355	ENSG00000231355	-1.2_0.321707677382667	0.321707677382667	ENSG00000231355	0.3_0.903061865029494	0.903061865029494
ENSG00000231357	ENSG00000231357	-1.0_0.383503683188638	0.383503683188638	ENSG00000231357	1.5_0.0938349944246282	0.0938349944246282
ENSG00000231359	ENSG00000231359	-0.3_0.867747405405836	0.867747405405836	ENSG00000231359	NA_NA	NA
ENSG00000231362	ENSG00000231362	1.0_0.514338439820517	0.514338439820517	ENSG00000231362	-0.3_0.866084298576745	0.866084298576745
ENSG00000231364	LINC01712	-1.1_0.46705763042146	0.46705763042146	LINC01712	NA_NA	NA
ENSG00000231365	WARS2-AS1	-1.1_0.023987574123964	0.023987574123964	WARS2-AS1	-0.1_0.872627504544219	0.872627504544219
ENSG00000231367	LINC02613	-1.2_0.22643620891696	0.22643620891696	LINC02613	-1.4_0.35721712226621	0.35721712226621
ENSG00000231369	ENSG00000231369	-0.1_0.914995980196199	0.914995980196199	ENSG00000231369	0.1_0.927952115509029	0.927952115509029
ENSG00000231373	GNA14-AS1	-0.9_0.276645603557966	0.276645603557966	GNA14-AS1	-0.4_0.665517139866044	0.665517139866044
ENSG00000231378	NDUFAF4P4	-1.4_0.165541431658215	0.165541431658215	NDUFAF4P4	-0.9_0.529109549794649	0.529109549794649
ENSG00000231381	RNF2P1	-1.5_0.312332928321281	0.312332928321281	RNF2P1	NA_NA	NA
ENSG00000231383	FGF12-AS1	-2.0_0.0842212250491855	0.0842212250491855	FGF12-AS1	-2.6_0.0167870942216147	0.0167870942216147
ENSG00000231384	ENSG00000231384	0.1_0.912055267249595	0.912055267249595	ENSG00000231384	-1.0_0.409679908345456	0.409679908345456
ENSG00000231386	MOB4P1	-1.9_0.161564085834688	0.161564085834688	MOB4P1	NA_NA	NA
ENSG00000231389	HLA-DPA1	-1.2_0.0386680868564095	0.0386680868564095	HLA-DPA1	-0.2_0.77852938669936	0.77852938669936
ENSG00000231393	ENSG00000231393	-1.9_0.110508801363633	0.110508801363633	ENSG00000231393	NA_NA	NA
ENSG00000231395	ARL4AP4	NA_NA	NA	ARL4AP4	-0.2_0.788890061859262	0.788890061859262
ENSG00000231401	ENSG00000231401	-2.4_0.0452259189433784	0.0452259189433784	ENSG00000231401	-0.8_0.542406857299091	0.542406857299091
ENSG00000231407	GORAB-AS1	-1.5_0.100480270675909	0.100480270675909	GORAB-AS1	0.4_0.774490955947314	0.774490955947314
ENSG00000231409	ENSG00000231409	-0.4_0.608472809719313	0.608472809719313	ENSG00000231409	-0.3_0.771718473601198	0.771718473601198
ENSG00000231413	ENSG00000231413	-1.8_0.163951259547981	0.163951259547981	ENSG00000231413	NA_NA	NA
ENSG00000231414	RPL39P15	0.1_0.928244051827097	0.928244051827097	RPL39P15	0.5_0.686366586645486	0.686366586645486
ENSG00000231416	ENSG00000231416	-1.1_0.382892441083401	0.382892441083401	ENSG00000231416	-1.1_0.464170675176607	0.464170675176607
ENSG00000231419	LINC00689	-1.8_0.0634286423076275	0.0634286423076275	LINC00689	-0.8_0.578527755058011	0.578527755058011
ENSG00000231428	LINC00396	NA_NA	NA	LINC00396	-0.2_0.927815359944149	0.927815359944149
ENSG00000231434	HSP90AA3P	NA_NA	NA	HSP90AA3P	-0.4_0.757870012567283	0.757870012567283
ENSG00000231437	LINC01750	0.4_0.738055558112174	0.738055558112174	LINC01750	NA_NA	NA
ENSG00000231439	WASIR2	-1.5_0.312962702477218	0.312962702477218	WASIR2	NA_NA	NA
ENSG00000231440	ENSG00000231440	-0.8_0.431266274509459	0.431266274509459	ENSG00000231440	NA_NA	NA
ENSG00000231441	DST-AS1	-0.2_0.890667254939065	0.890667254939065	DST-AS1	0.2_0.938549101215978	0.938549101215978
ENSG00000231443	ENSG00000231443	-1.0_0.218706920156423	0.218706920156423	ENSG00000231443	-0.2_0.911166162998406	0.911166162998406
ENSG00000231449	ENSG00000231449	-1.6_0.193199331279277	0.193199331279277	ENSG00000231449	-0.3_0.868188535923001	0.868188535923001
ENSG00000231464	ENSG00000231464	-1.9_0.126538097299105	0.126538097299105	ENSG00000231464	NA_NA	NA
ENSG00000231466	ENSG00000231466	-0.6_0.296746460623107	0.296746460623107	ENSG00000231466	-2.4_0.0003793767158293	0.0003793767158293
ENSG00000231468	PRDX3P2	-0.8_0.395295585326219	0.395295585326219	PRDX3P2	-0.5_0.702135158854697	0.702135158854697
ENSG00000231470	HMGB3P2	-1.6_0.225193468967643	0.225193468967643	HMGB3P2	NA_NA	NA
ENSG00000231473	RB1-DT	NA_NA	NA	RB1-DT	-3.0_0.0060230331653271	0.0060230331653271
ENSG00000231475	IGHV4-31	-1.2_0.352919931411527	0.352919931411527	IGHV4-31	-1.0_0.522980651969758	0.522980651969758
ENSG00000231480	SNRPGP13	NA_NA	NA	SNRPGP13	0.8_0.672985255771434	0.672985255771434
ENSG00000231482	ENSG00000231482	-2.6_0.0005543244704072	0.0005543244704072	ENSG00000231482	2.4_0.0903919197550057	0.0903919197550057
ENSG00000231490	RPL7L1P2	-4.3_1.50363910067374e-06	1.50363910067374e-06	RPL7L1P2	-3.5_0.0010981373488254	0.0010981373488254
ENSG00000231494	RPL21P35	NA_NA	NA	RPL21P35	-1.9_0.196783137463211	0.196783137463211
ENSG00000231496	ENSG00000231496	-0.7_0.441530486433497	0.441530486433497	ENSG00000231496	-4.0_6.02696191250211e-08	6.02696191250211e-08
ENSG00000231500	RPS18	-0.3_0.505825981247064	0.505825981247064	RPS18	1.1_0.0216282958321947	0.0216282958321947
ENSG00000231501	MTND4LP1	1.4_0.0096077107503159	0.0096077107503159	MTND4LP1	1.8_0.0002138072304753	0.0002138072304753
ENSG00000231503	PTMAP4	0.2_0.833913939890561	0.833913939890561	PTMAP4	-0.7_0.544052064263254	0.544052064263254
ENSG00000231507	LINC01353	-2.5_0.0554751690569917	0.0554751690569917	LINC01353	NA_NA	NA
ENSG00000231508	RPL34P20	-0.4_0.815326190561716	0.815326190561716	RPL34P20	-2.3_0.0714568019968497	0.0714568019968497
ENSG00000231509	ENSG00000231509	-1.1_0.183005959556423	0.183005959556423	ENSG00000231509	-1.4_0.0106192258400775	0.0106192258400775
ENSG00000231515	ENSG00000231515	0.3_0.839893797345902	0.839893797345902	ENSG00000231515	NA_NA	NA
ENSG00000231519	ENSG00000231519	1.1_0.253934636027039	0.253934636027039	ENSG00000231519	0.7_0.455441797292955	0.455441797292955
ENSG00000231521	ENSG00000231521	-0.5_0.648629650884446	0.648629650884446	ENSG00000231521	-0.4_0.730331824899714	0.730331824899714
ENSG00000231528	FAM225A	-0.1_0.952403700029219	0.952403700029219	FAM225A	-0.5_0.758495843777924	0.758495843777924
ENSG00000231530	ENSG00000231530	-2.2_0.0028656369451845	0.0028656369451845	ENSG00000231530	NA_NA	NA
ENSG00000231531	HINT1P1	-0.9_0.138245484467826	0.138245484467826	HINT1P1	NA_NA	NA
ENSG00000231534	FBXO36-IT1	-0.7_0.588678908235896	0.588678908235896	FBXO36-IT1	0.7_0.678265067523437	0.678265067523437
ENSG00000231535	LINC00278	-1.0_0.534072366101656	0.534072366101656	LINC00278	1.9_0.134534837638902	0.134534837638902
ENSG00000231541	RPS6P2	NA_NA	NA	RPS6P2	-0.9_0.554786179665488	0.554786179665488
ENSG00000231544	RSL24D1P11	-0.7_0.551369632626628	0.551369632626628	RSL24D1P11	-0.2_0.881335604561848	0.881335604561848
ENSG00000231548	OR55B1P	-2.3_0.0660401847616932	0.0660401847616932	OR55B1P	NA_NA	NA
ENSG00000231549	ATP5MDP1	-0.4_0.665783412503043	0.665783412503043	ATP5MDP1	-0.7_0.427837334558694	0.427837334558694
ENSG00000231550	PTCHD3P2	-4.0_2.04750222387896e-05	2.04750222387896e-05	PTCHD3P2	-2.7_0.010591483368386	0.010591483368386
ENSG00000231551	PDE4DIPP6	-0.5_0.188005700615509	0.188005700615509	PDE4DIPP6	-0.3_0.63465064154434	0.63465064154434
ENSG00000231561	CEACAMP5	-2.6_0.0245655566810554	0.0245655566810554	CEACAMP5	NA_NA	NA
ENSG00000231562	ENSG00000231562	0.1_0.940613831125323	0.940613831125323	ENSG00000231562	-1.6_0.163458211685204	0.163458211685204
ENSG00000231564	EIF4A1P11	-3.3_0.0002340237618882	0.0002340237618882	EIF4A1P11	NA_NA	NA
ENSG00000231566	LINC02595	-1.0_0.467059342836611	0.467059342836611	LINC02595	0.5_0.745460453207973	0.745460453207973
ENSG00000231574	LINC02015	2.1_0.0487819208198738	0.0487819208198738	LINC02015	1.1_0.298861886739577	0.298861886739577
ENSG00000231575	ENSG00000231575	-2.7_0.0001152525513159	0.0001152525513159	ENSG00000231575	-1.0_0.435119513733061	0.435119513733061
ENSG00000231576	MTCO2P20	-0.6_0.658602016092336	0.658602016092336	MTCO2P20	-1.3_0.297700586662579	0.297700586662579
ENSG00000231579	RPL7P21	-1.1_0.230139541480125	0.230139541480125	RPL7P21	-2.1_0.0053869852353305	0.0053869852353305
ENSG00000231584	FAHD2CP	-0.1_0.911322498694372	0.911322498694372	FAHD2CP	-0.6_0.696183432286069	0.696183432286069
ENSG00000231587	SNORD62B	-1.6_0.0076543960253664	0.0076543960253664	SNORD62B	-1.1_0.271649421368075	0.271649421368075
ENSG00000231595	ENSG00000231595	-1.4_0.0215478063257937	0.0215478063257937	ENSG00000231595	1.8_0.0826296850896386	0.0826296850896386
ENSG00000231605	LINC01363	-1.3_0.381497374329058	0.381497374329058	LINC01363	NA_NA	NA
ENSG00000231606	ENSG00000231606	-2.1_0.0017832981875503	0.0017832981875503	ENSG00000231606	-0.2_0.904690384817631	0.904690384817631
ENSG00000231607	DLEU2	-0.2_0.50211828750924	0.50211828750924	DLEU2	-0.4_0.446539911657308	0.446539911657308
ENSG00000231609	ENSG00000231609	0.6_0.358053710189014	0.358053710189014	ENSG00000231609	-1.1_0.160525544935099	0.160525544935099
ENSG00000231613	ENSG00000231613	NA_NA	NA	ENSG00000231613	0.4_0.842289092553593	0.842289092553593
ENSG00000231615	ENSG00000231615	-1.9_0.0528316606459133	0.0528316606459133	ENSG00000231615	-1.5_0.167462125123544	0.167462125123544
ENSG00000231616	ENSG00000231616	-1.7_0.0061280352171914	0.0061280352171914	ENSG00000231616	-0.8_0.228212416075213	0.228212416075213
ENSG00000231621	ANKRD44-AS1	-0.6_0.506066829470936	0.506066829470936	ANKRD44-AS1	0.9_0.202842638450049	0.202842638450049
ENSG00000231622	RPS29P7	-0.6_0.572410990532485	0.572410990532485	RPS29P7	2.2_0.122661260514109	0.122661260514109
ENSG00000231625	SLC47A1P2	-2.2_0.0096377454855153	0.0096377454855153	SLC47A1P2	-1.9_0.0593491022690712	0.0593491022690712
ENSG00000231628	ENSG00000231628	-1.4_0.0327254666137587	0.0327254666137587	ENSG00000231628	-1.4_0.0796794168031744	0.0796794168031744
ENSG00000231646	FSIP2-AS1	-1.2_0.0841913305520525	0.0841913305520525	FSIP2-AS1	-1.0_0.259908397339249	0.259908397339249
ENSG00000231652	ENSG00000231652	-0.3_0.825043319052281	0.825043319052281	ENSG00000231652	-0.4_0.828800949297161	0.828800949297161
ENSG00000231654	RPS6KA2-AS1	-2.1_0.106778527797957	0.106778527797957	RPS6KA2-AS1	NA_NA	NA
ENSG00000231655	EMP2P1	-0.4_0.807115444985957	0.807115444985957	EMP2P1	NA_NA	NA
ENSG00000231662	ENSG00000231662	NA_NA	NA	ENSG00000231662	-2.2_0.133004946947826	0.133004946947826
ENSG00000231663	COA6-AS1	-0.4_0.733766475624792	0.733766475624792	COA6-AS1	-0.4_0.780800659107485	0.780800659107485
ENSG00000231665	OGFOD1P1	-2.8_0.0073589633891427	0.0073589633891427	OGFOD1P1	NA_NA	NA
ENSG00000231668	PPP2R2DP1	NA_NA	NA	PPP2R2DP1	0.4_0.839968474044603	0.839968474044603
ENSG00000231672	DIRC3	-0.6_0.350698842253858	0.350698842253858	DIRC3	0.1_0.900716215255448	0.900716215255448
ENSG00000231683	ENSG00000231683	-0.2_0.90399332879472	0.90399332879472	ENSG00000231683	5.4_3.27460129797917e-06	3.27460129797917e-06
ENSG00000231684	EIF1P3	0.6_0.561336722535576	0.561336722535576	EIF1P3	0.7_0.636230443714772	0.636230443714772
ENSG00000231688	RPL21P43	NA_NA	NA	RPL21P43	-3.7_4.68972733326483e-05	4.68972733326483e-05
ENSG00000231689	LINC01090	1.5_0.167686956591749	0.167686956591749	LINC01090	-2.2_0.0386742888678936	0.0386742888678936
ENSG00000231690	LINC00574	-3.1_0.0058619889092436	0.0058619889092436	LINC00574	NA_NA	NA
ENSG00000231691	ENSG00000231691	-2.5_0.0492325962654281	0.0492325962654281	ENSG00000231691	NA_NA	NA
ENSG00000231697	NANOGP5	-1.8_0.016652379693806	0.016652379693806	NANOGP5	-1.6_0.0689105719382475	0.0689105719382475
ENSG00000231698	ENSG00000231698	NA_NA	NA	ENSG00000231698	-2.1_0.112560743425779	0.112560743425779
ENSG00000231699	ENSG00000231699	-1.7_0.0998451965583804	0.0998451965583804	ENSG00000231699	0.7_0.58692707148079	0.58692707148079
ENSG00000231700	ENSG00000231700	0.4_0.463352858135906	0.463352858135906	ENSG00000231700	0.3_0.475984068883638	0.475984068883638
ENSG00000231703	ENSG00000231703	-1.0_0.137712094028099	0.137712094028099	ENSG00000231703	1.5_0.0549784130504729	0.0549784130504729
ENSG00000231704	ENSG00000231704	-2.4_0.0510618351083192	0.0510618351083192	ENSG00000231704	NA_NA	NA
ENSG00000231707	PABPC1P1	-1.1_0.178327144166249	0.178327144166249	PABPC1P1	-1.6_0.0867667832316261	0.0867667832316261
ENSG00000231711	LINC00899	0.2_0.59798433925791	0.59798433925791	LINC00899	-2.0_0.0012119981025681	0.0012119981025681
ENSG00000231713	ENSG00000231713	-2.3_0.0734463044807246	0.0734463044807246	ENSG00000231713	NA_NA	NA
ENSG00000231721	LINC-PINT	1.1_2.88516968590334e-05	2.88516968590334e-05	LINC-PINT	-0.5_0.201002152380019	0.201002152380019
ENSG00000231725	VN1R110P	-0.1_0.973037346097722	0.973037346097722	VN1R110P	NA_NA	NA
ENSG00000231726	HMGN2P38	-0.5_0.757570597647427	0.757570597647427	HMGN2P38	1.6_0.307293517596432	0.307293517596432
ENSG00000231728	TMSB15B-AS1	-0.6_0.53075664650379	0.53075664650379	TMSB15B-AS1	0.6_0.691309528182858	0.691309528182858
ENSG00000231729	ARHGEF9-IT1	-2.5_0.0275948725540462	0.0275948725540462	ARHGEF9-IT1	NA_NA	NA
ENSG00000231731	ENSG00000231731	0.1_0.862153421919954	0.862153421919954	ENSG00000231731	NA_NA	NA
ENSG00000231738	TSPAN19	NA_NA	NA	TSPAN19	0.9_0.453062163040284	0.453062163040284
ENSG00000231739	GAPDHP59	1.4_0.254569932034505	0.254569932034505	GAPDHP59	-1.7_0.0367284492761127	0.0367284492761127
ENSG00000231740	ENSG00000231740	-2.0_0.0373466369782225	0.0373466369782225	ENSG00000231740	NA_NA	NA
ENSG00000231741	ENSG00000231741	-1.7_0.0840056820551296	0.0840056820551296	ENSG00000231741	-1.2_0.416607223663163	0.416607223663163
ENSG00000231742	LINC01273	-0.7_0.593857029655274	0.593857029655274	LINC01273	0.2_0.907344152534573	0.907344152534573
ENSG00000231744	ENSG00000231744	-0.9_0.389037241494308	0.389037241494308	ENSG00000231744	-0.9_0.595447700948661	0.595447700948661
ENSG00000231747	ENSG00000231747	1.2_0.0601037194747112	0.0601037194747112	ENSG00000231747	1.8_0.0282592495858389	0.0282592495858389
ENSG00000231749	ABCA9-AS1	1.8_0.0058938270333866	0.0058938270333866	ABCA9-AS1	0.2_0.857701450344038	0.857701450344038
ENSG00000231752	EMBP1	0.5_0.567038775616872	0.567038775616872	EMBP1	0.4_0.568178343206228	0.568178343206228
ENSG00000231755	CHODL-AS1	-2.2_0.0409128339595984	0.0409128339595984	CHODL-AS1	NA_NA	NA
ENSG00000231756	ENSG00000231756	0.4_0.729288048462742	0.729288048462742	ENSG00000231756	-1.1_0.45300494392711	0.45300494392711
ENSG00000231758	ARHGAP15-AS1	-2.1_0.0282295941650927	0.0282295941650927	ARHGAP15-AS1	-1.1_0.166804558874591	0.166804558874591
ENSG00000231760	ENSG00000231760	1.2_0.0867649053151655	0.0867649053151655	ENSG00000231760	0.5_0.525827931800719	0.525827931800719
ENSG00000231762	ENSG00000231762	-0.5_0.767183309452141	0.767183309452141	ENSG00000231762	-0.4_0.834549189946991	0.834549189946991
ENSG00000231763	PQLC1P1	-1.0_0.503278815484246	0.503278815484246	PQLC1P1	NA_NA	NA
ENSG00000231764	DLX6-AS1	1.2_0.215652397495793	0.215652397495793	DLX6-AS1	1.6_0.221548230720139	0.221548230720139
ENSG00000231765	PPP1R11P2	-1.3_0.125538062601095	0.125538062601095	PPP1R11P2	-0.5_0.756699467044461	0.756699467044461
ENSG00000231767	RPS27AP5	0.6_0.223107963423881	0.223107963423881	RPS27AP5	1.6_0.0123664957634677	0.0123664957634677
ENSG00000231768	LINC01354	0.8_0.477698677939661	0.477698677939661	LINC01354	-1.5_0.193237087486388	0.193237087486388
ENSG00000231769	ENSG00000231769	0.9_0.431893057413653	0.431893057413653	ENSG00000231769	-0.6_0.569635100805942	0.569635100805942
ENSG00000231770	TMEM44-AS1	-2.5_0.0017059252859671	0.0017059252859671	TMEM44-AS1	-0.1_0.922105224386967	0.922105224386967
ENSG00000231780	ENSG00000231780	-1.2_0.23488805680865	0.23488805680865	ENSG00000231780	-0.7_0.532131880739991	0.532131880739991
ENSG00000231784	DBIL5P	-0.6_0.433521138282111	0.433521138282111	DBIL5P	-1.7_0.108815398394808	0.108815398394808
ENSG00000231788	RPL31P50	0.4_0.832118380024437	0.832118380024437	RPL31P50	NA_NA	NA
ENSG00000231789	PIK3CD-AS2	-0.2_0.861366758291682	0.861366758291682	PIK3CD-AS2	1.2_0.319887211088559	0.319887211088559
ENSG00000231793	DOC2GP	-3.0_0.000439923459933	0.000439923459933	DOC2GP	-1.5_0.241399259361187	0.241399259361187
ENSG00000231794	ENSG00000231794	0.4_0.749773763029857	0.749773763029857	ENSG00000231794	-1.0_0.301422978809884	0.301422978809884
ENSG00000231795	ITCH-IT1	1.5_0.0198021097759454	0.0198021097759454	ITCH-IT1	0.2_0.844850217208463	0.844850217208463
ENSG00000231799	PA2G4P6	-0.6_0.541468008116905	0.541468008116905	PA2G4P6	0.2_0.863882429566009	0.863882429566009
ENSG00000231804	ENSG00000231804	-1.4_0.307565127940687	0.307565127940687	ENSG00000231804	-1.0_0.417635423037553	0.417635423037553
